,name,location,date,content
3600,Angela V,US,"Aug 6, 2021","The agent was knowledgeable, effective, conscientious, and pleasant! I trust my needs will be met with this travel insurance!"
3601,Elena Maduro Demas,US,"Aug 6, 2021",N/A
3602,Customer,US,"Aug 6, 2021",Better deal than others and very nice agent.   Thank you
3603,Lori Shapiro,US,"Aug 6, 2021",Aardy provided many travel ins options.  Made it ease to review.  And there’s a lot of available information about COVID coverage while traveling internationally.
3604,Joan In Nc,US,"Aug 6, 2021","Very easy, thorough web site to help make selection for best travel insurance for my needs.  Easy to compare cost and benefits. Great resource."
3605,Gary Giardina,US,"Aug 6, 2021","Jonathan Breeze was helpful, very articulate and friendly. It is not easy trying to understand the particulars of any insurance plan, but to the extent that a hurried, last-minute phone call can be of use, I found his recommendations and advice useful. Of course, I am hoping that none of this will ever be needed during the trip, but it's nice to know the backup is there."
3606,Jody D.,US,"Aug 6, 2021",The representative was very knowledgeable and was able to guide me to the right policy for me. Exactly the help that I was hoping for. Great customer service!
3607,Don D,US,"Aug 6, 2021",Patient and answered all my questions.  I bought a policy.
3608,Customer,US,"Aug 6, 2021",The customer service person seemed to know his products well.  Hesitate to make a concluding statement until our trip is complete--our experience can not be totally rated until all travel is complete.
3609,Larry,US,"Aug 6, 2021","policy provided medical coverage for covid 19 possibilities that may occur with travel in these times.Perhaps a little expensive, but provides some piece of mind."
3610,Sjp,US,"Aug 6, 2021",Both Brandin and Denise were informative polite and patient with me during my call and my questions.It was these live English speaking individuals that insured me Aardy was a professional and reliable organization.Thank youS.Pal
3611,Customer,US,"Aug 6, 2021",The agent was very helpful and we were able to purchase our package on line
3612,Rita Beauchamp Nelson,US,"Aug 6, 2021","I first checked the offerings online via the chat line.  Then when I was directed to the actual variety of trip insurance offerings, I was able to then call on the phone and get the answers to my questions about the differing offerings. I actually learned that the original plan I was going to purchase really didn't offer me the extended coverage if wanted in the event of COVID quarantine. Although the First Class insurance that I actually purchased had many more features than I needed, it was also only a couple of hundred dollars more to get the extended coverage I wanted. The agent, Brandon, was patient with me and carefully answered all of my questions and made sure I understood and was satisfied with my choice. I also like the fact that I have 10 days to cancel and get a full refund."
3613,Customer,US,"Aug 5, 2021",It was an easy process to find what I need for my trip.
3614,Kevin,US,"Aug 5, 2021","I worked with Terri.  She was great.  She took the time to answer all of my questions and never made me feel hurried.  By the end of our conversation, I was comfortable moving forward with the purchase of our travel insurance.  Thanks for the excellent customer service."
3615,Linda Becker,US,"Aug 5, 2021",Your representative Jerome was so helpful in explaining all of my questions.  He was easy to understand and directed me to the correct product. Thank you.
3616,Customer,US,"Aug 5, 2021",It was quick and easy to get a quote. I did buy a policy. That part was also quick and easy. I will shop again for all my travel insurance needs.
3617,William V,US,"Aug 5, 2021","Helpful and prompt and answered my questions directly and to the point,"
3618,Customer,US,"Aug 5, 2021",The people I dealt with on this site made it so easy to accomplish my insurance needs. Thank you so much.
3619,Customer,US,"Aug 5, 2021",Very easy to use and the one question I had was answered quickly through live chat.
3620,Customer,US,"Aug 5, 2021",Looking for cruise insurance as the cruise lines trip and medical insurance was expensive for the limited amounts offered. AARDY offered several insurers with more reasonable amounts and expanded insurance amounts. Website was easy to use.
3621,Customer,US,"Aug 5, 2021",N/A
3622,Customer,US,"Aug 5, 2021",Steven was knowable  and helpful in answering my question regarding the policy I was purchasing. Thanks Steven.Eligio
3623,Customer,US,"Aug 5, 2021",N/A
3624,Customer,US,"Aug 5, 2021",N/A
3625,Customer,US,"Aug 5, 2021",I had to call customer service to get my questions answered several times.The reps were always very friendly and knowledgeable!
3626,Dan,US,"Aug 5, 2021",My experience with Jerome was pleasant and very informative. He was able to answer any and all of my questions to my resolve.
3627,The Laub Family,US,"Aug 4, 2021",It was a very pleasant experience with Jerome. He explained everything very thoroughly with a great attitude. He definitely an asset to your company.
3628,Ronald Bozio,US,"Aug 4, 2021",N/A
3629,Customer,US,"Aug 4, 2021",Very easy to navigate and premium quotes were substantially lower than a non-AARP plan withy lower benefits
3630,Customer,US,"Aug 4, 2021",very responsive and helpful with clear statements of the insurance process
3631,Elaine,US,"Aug 4, 2021",Representative was good and found a suitable travel insurance policy quickly!
3632,Customer,US,"Aug 4, 2021",The purchase was easy - however my trip isn’t until September.  That is when I will know for sure.
3633,Psy,US,"Aug 4, 2021","Knowledgeable, knew what's needed for my trip and quickly guided me to the exact policy I need-no more, no less. No up selling!"
3634,Customer,US,"Aug 4, 2021",Super easy to navigate website. Clear explanation on insurance policy details.  Lots of options.
3635,Charles Collier Jr.,US,"Aug 4, 2021","Needed travel policy for our upcoming trip in October to Italy. With the travel climate the way it is, my wife and I knew we had to have a policy. I tried AAA and found their policy adaquate but overpriced! Your provider was half the price and more value! Thanks!"
3636,Steve Hesse,US,"Aug 4, 2021",Very easy to use.  Comparison of policy's very helpful!  Will use again.
3637,Bob Phelan,US,"Aug 4, 2021",I was very impressed with how simple the process was and how many options were presented for me to choose from.
3638,K. Lawson,US,"Aug 4, 2021",The Customer Service Agent made the entire experience painless.  Highly recommend.
3639,Jordan Matejceck,US,"Aug 4, 2021","Quick, simple, easy to use, clear explanations"
3640,Frank & Dawn Foster,US,"Aug 4, 2021",Our agent Aaron was great.  Worked with us to get the best rate for the coverage that we required.  Your order from a menu system is fantastic.  We will certainly let our friends and relatives know about AARDY.
3641,Customer J.G.,US,"Aug 4, 2021",Terri was great! She listened to my situation about a cancelled trip and vouchers from Viking and was able to direct me to the policy that met our needs  at the lowest cost. I was able to choose the level of coverage and the insurer while on the line with her and it only took a few minutes.  Thanks for the great service.
3642,Stephanie,US,"Updated Aug 4, 2021","They were able to answer our questions and recommend a policy that is right for us for our trip to Egypt.  Great to have peace of mind in these difficult times, hope we don’t need to use this coverage but glad to know we are covered"
3643,Matt C.,US,"Aug 4, 2021","Called twice since travel plans changed. Both, Jonathan & Terri were superb! They answered all of my question (I am new to the travel insurance world) with patience, gentleness, expert information/analysis & a touch of humor. Both calls were wonderful experiences! I purchased the policy & now await my trip!"
3644,Louise,US,"Aug 4, 2021",great articles to compare various cruise insurance tips.  thanks for making this much easier and less expensive for us.  I saved almost $1000.00 on our policy for almost the exact same thing cruise line was offering.
